registry,num,table_no,row_no,title,folder,original_url,target_dir
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,267,16,3,СП 521.1325800.2023 «Конструкции из многослойного стекла. Правила проектирования»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\05_ВИТРАЖИ_И_СВЕТОПРОЗРАЧНЫЕ_ФАСАДЫ,https://docs.cntd.ru/document/1301658586,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\05_ВИТРАЖИ_И_СВЕТОПРОЗРАЧНЫЕ_ФАСАДЫ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,455,28,16,СП 17.13330.2017 «Кровли»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\07_ШВЫ_И_ПРИМЫКАНИЯ,https://docs.cntd.ru/document/456081632,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\07_ШВЫ_И_ПРИМЫКАНИЯ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,469,29,10,СНиП 23-01-99* «Строительная климатология»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200004395,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,479,29,20,ГОСТ 23166-2021 «Блоки оконные и балконные. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200179605,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,480,29,21,ГОСТ 23166-99 «Блоки оконные. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200006801,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,481,29,22,ГОСТ 30674-99 «Блоки оконные из поливинилхлоридных профилей. Технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200006565,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,482,29,23,ГОСТ 21519-2003 «Блоки оконные из алюминиевых сплавов. Технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200031989,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,483,29,24,ГОСТ 11024-84 «Панели стеновые наружные бетонные и железобетонные для жилых и общественных зданий. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/901705142,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,484,29,25,ГОСТ 23166-78 «Окна и балконные двери деревянные. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/9055777,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,485,29,26,"ГОСТ 11214-86 «Окна и балконные двери деревянные с двойным остеклением для жилых и общественных зданий. Типы, конструкция и размеры»",03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/9055783,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,486,29,27,"ГОСТ 16289-86 «Окна и балконные двери деревянные с тройным остеклением для жилых и общественных зданий. Типы, конструкция и размеры»",03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/9055784,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,487,29,28,ГОСТ 24699-2002 «Блоки оконные деревянные со стеклами и стеклопакетами. Технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200031041,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,490,29,31,ГОСТ 15588-86 «Плиты пенополистирольные. Технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/901700529,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,491,29,32,ГОСТ 9573-96 «Плиты из минеральной ваты на синтетическом связующем теплоизоляционные. Технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200000313,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,493,29,34,ГОСТ Р 54852-2011 «Здания и сооружения. Метод тепловизионного контроля качества теплоизоляции ограждающих конструкций»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/1200089410,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,513,29,54,СНиП II-3-79* «Строительная теплотехника»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/871001234,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,514,29,55,СНиП II-3-79* «Строительная теплотехника»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/871001234,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,515,29,56,СНиП II-3-79* «Строительная теплотехника»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/871001234,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,516,29,57,СНиП II-3-79* «Строительная теплотехника»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/871001234,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,517,29,58,СНиП II-3-79* «Строительная теплотехника»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ,https://docs.cntd.ru/document/871001234,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,521,30,3,Банк документов Минстроя России,08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники,https://minstroyrf.gov.ru/docs/,1Рабочие материалы\08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,524,30,6,Банк документов Роспотребнадзора,08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники,https://www.rospotrebnadzor.ru/documents/,1Рабочие материалы\08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,525,30,7,ФГИС «Аршин»,08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники,https://fgis.gost.ru/fundmetrology/cm/results/,1Рабочие материалы\08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,526,30,8,Реестр аккредитованных лиц Росаккредитации,08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники,https://pub.fsa.gov.ru/ral,1Рабочие материалы\08_ПРЕДМЕТНЫЕ_МОДУЛИ\06_ОГРАЖДАЮЩИЕ_КОНСТРУКЦИИ\Контрольные_источники
Реестр_документов_Этап_7_Кровли_гидроизоляция_и_водоотведение_v1.4.docx,438,30,9,Единый реестр выданных сертификатов и зарегистрированных деклараций ЕАЭС,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\00_КОНТРОЛЬНЫЕ_ИСТОЧНИКИ,https://pub.fsa.gov.ru/rss/certificate,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\00_КОНТРОЛЬНЫЕ_ИСТОЧНИКИ
Реестр_документов_Этап_9_Инженерные_системы_зданий_v1.5.docx,151,18,10,ГОСТ Р 55710-2013 «Освещение рабочих мест внутри зданий. Нормы и методы измерений»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\11_ОСВЕЩЕНИЕ,https://www.gost.ru/portal/gost/home/standarts/catalognational?navigationalstate=JBPNS_rO0ABXdKAAZhY3Rpb24AAAABABBjb25jcmV0ZURvY3VtZW50AARmcm9tAAAAAQAFMTU0NjAABmRvY19pZAAAAAEABDc1MjUAB19fRU9GX18%2A&portal%3AcomponentId=3503536e-2ac1-4753-8ed1-09a92fee02de&portal%3AisSecure=false&portal%3AportletMode=view,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\11_ОСВЕЩЕНИЕ
Реестр_документов_Этап_9_Инженерные_системы_зданий_v1.5.docx,152,18,11,ГОСТ Р 55842-2013 «Освещение аварийное. Классификация и нормы»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\11_ОСВЕЩЕНИЕ,https://www.gost.ru/portal/gost/home/standarts/catalognational?navigationalstate=JBPNS_rO0ABXcaAARmcm9tAAAAAQAFMTU1ODAAB19fRU9GX18%2A&portal%3AcomponentId=3503536e-2ac1-4753-8ed1-09a92fee02de&portal%3AisSecure=false&portal%3AportletMode=view,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\11_ОСВЕЩЕНИЕ
Реестр_документов_Этап_9_Инженерные_системы_зданий_v1.5.docx,268,30,2,Реестр аккредитованных лиц Росаккредитации,17_ОШИБКИ_И_ОГРАНИЧЕНИЯ\09_ИНЖЕНЕРНЫЕ_СИСТЕМЫ_ЗДАНИЙ,https://fsa.gov.ru/use-of-technology/elektronnye-reestry/,1Рабочие материалы\17_ОШИБКИ_И_ОГРАНИЧЕНИЯ\09_ИНЖЕНЕРНЫЕ_СИСТЕМЫ_ЗДАНИЙ
Реестр_документов_Этап_9_Инженерные_системы_зданий_v1.5.docx,334,32,3,"ГОСТ Р 59636-2021 «Установки пожаротушения автоматические. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность»",04_МЕТОДИКИ_И_РУКОВОДСТВА\09_ИСПЫТАНИЯ_И_ПУСКОНАЛАДКА,https://www.rst.gov.ru/portal/gost/home/standarts/catalognational?navigationalstate=JBPNS_rO0ABXdKAAZhY3Rpb24AAAABABBjb25jcmV0ZURvY3VtZW50AARmcm9tAAAAAQAEMTUwMAAGZG9jX2lkAAAAAQAFNDU0NTYAB19fRU9GX18%2A&portal%3AcomponentId=3503536e-2ac1-4753-8ed1-09a92fee02de&portal%3AisSecure=false&portal%3AportletMode=view,1Рабочие материалы\04_МЕТОДИКИ_И_РУКОВОДСТВА\09_ИСПЫТАНИЯ_И_ПУСКОНАЛАДКА
Реестр_документов_Этап_9_Инженерные_системы_зданий_v1.5.docx,340,32,9,ГОСТ Р МЭК 62305-1-2010 «Менеджмент риска. Защита от молнии. Часть 1. Общие принципы»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\12_ЗАЗЕМЛЕНИЕ_И_МОЛНИЕЗАЩИТА,https://www.rst.gov.ru/portal/gost/home/standarts/catalognational?navigationalstate=JBPNS_rO0ABXdIAAZhY3Rpb24AAAABABBjb25jcmV0ZURvY3VtZW50AARmcm9tAAAAAQAEMTI4MAAGZG9jX2lkAAAAAQADMzgwAAdfX0VPRl9f&portal%3AcomponentId=3503536e-2ac1-4753-8ed1-09a92fee02de&portal%3AisSecure=false&portal%3AportletMode=view,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\12_ЗАЗЕМЛЕНИЕ_И_МОЛНИЕЗАЩИТА
